step,vx_187_62,vy_187_62,pressure_187_62,Cd,Cl
517,4.2719502449e+00,9.9715995789e-01,-2.0728959961e+03,1.3875506401e+01,-5.7405310869e-01
518,4.2036709785e+00,5.2053076029e-01,-2.4389069824e+03,1.3870888710e+01,-1.7909187078e+00
519,4.1007480621e+00,-1.7920503020e-01,-2.7256027832e+03,1.3938238144e+01,-2.9377250671e+00
520,4.0595002174e+00,-1.0353370905e+00,-2.7395270996e+03,1.4065474510e+01,-3.9171397686e+00
521,4.1201405525e+00,-1.7747944593e+00,-2.3781435547e+03,1.4237766266e+01,-4.6277179718e+00
522,4.2180790901e+00,-2.1187176704e+00,-1.7631666260e+03,1.4420998573e+01,-5.0279512405e+00
523,4.3399353027e+00,-2.0040752888e+00,-1.2463361816e+03,1.4536023140e+01,-5.1181020737e+00
524,4.4325709343e+00,-1.6929681301e+00,-1.0233345947e+03,1.4588523865e+01,-4.8459777832e+00
525,4.4473977089e+00,-1.6915626526e+00,-9.9228588867e+02,1.4533231735e+01,-4.2395267487e+00
526,4.4157085419e+00,-1.6962099075e+00,-1.0821573486e+03,1.4399655342e+01,-3.3574318886e+00
527,4.3423209190e+00,-1.7168785334e+00,-1.2705961914e+03,1.4214470863e+01,-2.2424190044e+00
528,4.2611322403e+00,-1.5769095421e+00,-1.5668586426e+03,1.4022187233e+01,-1.0591377020e+00
529,4.2659463882e+00,-1.1528136730e+00,-1.9547543945e+03,1.3899366379e+01,1.6770833731e-01
530,4.2397441864e+00,-7.4058640003e-01,-2.3488679199e+03,1.3859164238e+01,1.3975245953e+00
531,4.1319818497e+00,-1.2110573798e-01,-2.6702482910e+03,1.3909831047e+01,2.5710184574e+00
532,4.0640616417e+00,7.3794472218e-01,-2.8049777832e+03,1.4011466026e+01,3.6225066185e+00
533,4.0902314186e+00,1.5865837336e+00,-2.5680524902e+03,1.4173029900e+01,4.4240264893e+00
534,4.1812210083e+00,2.1236240864e+00,-2.0041118164e+03,1.4360939026e+01,4.9303941727e+00
535,4.3044605255e+00,2.1086521149e+00,-1.4194583740e+03,1.4499049187e+01,5.1185617447e+00
536,4.3987073898e+00,1.7900403738e+00,-1.0933007812e+03,1.4575352669e+01,4.9746384621e+00
537,4.4502501488e+00,1.6936125755e+00,-1.0087303467e+03,1.4556928635e+01,4.4825677872e+00
538,4.4308056831e+00,1.6690658331e+00,-1.0601550293e+03,1.4446611404e+01,3.6889207363e+00
539,4.3708953857e+00,1.6754432917e+00,-1.2126257324e+03,1.4270771027e+01,2.6364943981e+00
540,4.2836995125e+00,1.6270471811e+00,-1.4680256348e+03,1.4074496269e+01,1.4644979239e+00
541,4.2550191879e+00,1.3118131161e+00,-1.8295528564e+03,1.3924345970e+01,2.4299189448e-01
542,4.2650237083e+00,8.5401123762e-01,-2.2276237793e+03,1.3860665321e+01,-9.7878324986e-01
543,4.1682896614e+00,3.2117199898e-01,-2.5738862305e+03,1.3886762619e+01,-2.1722590923e+00
544,4.0800738335e+00,-4.5155528188e-01,-2.7959848633e+03,1.3967540741e+01,-3.2798502445e+00
545,4.0705657005e+00,-1.3010571003e+00,-2.6854260254e+03,1.4112908363e+01,-4.1758432388e+00
546,4.1517758369e+00,-1.9553683996e+00,-2.2098950195e+03,1.4293842316e+01,-4.7926263809e+00
547,4.2614836693e+00,-2.1032962799e+00,-1.5852779541e+03,1.4465731621e+01,-5.0814714432e+00
548,4.3674688339e+00,-1.8858712912e+00,-1.1516406250e+03,1.4555031776e+01,-5.0676546097e+00
549,4.4486527443e+00,-1.6949516535e+00,-1.0031069336e+03,1.4575858116e+01,-4.6865243912e+00
550,4.4411869049e+00,-1.6874675751e+00,-1.0126240234e+03,1.4489134789e+01,-3.9826786518e+00
551,4.3958582878e+00,-1.7059347630e+00,-1.1311628418e+03,1.4339432716e+01,-3.0159106255e+00
552,4.3126411438e+00,-1.7034945488e+00,-1.3492786865e+03,1.4139777184e+01,-1.8619871140e+00
553,4.2508502007e+00,-1.4569529295e+00,-1.6783176270e+03,1.3970118523e+01,-6.6473376751e-01
554,4.2725367546e+00,-1.0195362568e+00,-2.0749306641e+03,1.3876161575e+01,5.5648797750e-01
555,4.2058482170e+00,-5.7270485163e-01,-2.4423063965e+03,1.3870002747e+01,1.7743895054e+00
556,4.1025657654e+00,1.3768769801e-01,-2.7316962891e+03,1.3936218262e+01,2.9224703312e+00
557,4.0602273941e+00,1.0340523720e+00,-2.7508222656e+03,1.4062603951e+01,3.9052834511e+00
558,4.1195602417e+00,1.8025785685e+00,-2.3939567871e+03,1.4234316826e+01,4.6198573112e+00
559,4.2169747353e+00,2.1727173328e+00,-1.7795820312e+03,1.4418030739e+01,5.0247931480e+00
560,4.3390045166e+00,2.0426917076e+00,-1.2586578369e+03,1.4533675194e+01,5.1192541122e+00
561,4.4314904213e+00,1.7119245529e+00,-1.0309484863e+03,1.4587610245e+01,4.8521056175e+00
562,4.4475860596e+00,1.6837913990e+00,-9.9693383789e+02,1.4533830643e+01,4.2504935265e+00
563,4.4163680077e+00,1.6681098938e+00,-1.0842276611e+03,1.4401064873e+01,3.3723814487e+00
564,4.3434257507e+00,1.6734746695e+00,-1.2700521240e+03,1.4216576576e+01,2.2592911720e+00
565,4.2616152763e+00,1.5617524385e+00,-1.5634001465e+03,1.4023655891e+01,1.0767629147e+00
566,4.2651081085e+00,1.1602375507e+00,-1.9492221680e+03,1.3899687767e+01,-1.5015190840e-01
567,4.2407059669e+00,7.0560073853e-01,-2.3425654297e+03,1.3858182907e+01,-1.3803501129e+00
568,4.1330027580e+00,9.4812817872e-02,-2.6640849609e+03,1.3908061028e+01,-2.5546650887e+00
569,4.0640072823e+00,-7.3161202669e-01,-2.8022607422e+03,1.4008942604e+01,-3.6085164547e+00
570,4.0885376930e+00,-1.5403800011e+00,-2.5700273438e+03,1.4169965744e+01,-4.4140214920e+00
571,4.1793403625e+00,-2.0736134052e+00,-2.0086462402e+03,1.4358084679e+01,-4.9250512123e+00
572,4.3022723198e+00,-2.0681812763e+00,-1.4212103271e+03,1.4497634888e+01,-5.1174979210e+00
573,4.3969101906e+00,-1.7537195683e+00,-1.0901408691e+03,1.4574576378e+01,-4.9793024063e+00
574,4.4501128197e+00,-1.6974856853e+00,-1.0028936768e+03,1.4558243752e+01,-4.4921851158e+00
575,4.4312243462e+00,-1.6892856359e+00,-1.0525745850e+03,1.4448913574e+01,-3.7024738789e+00
576,4.3719711304e+00,-1.7150973082e+00,-1.2036972656e+03,1.4273838043e+01,-2.6536979675e+00
577,4.2847766876e+00,-1.6633843184e+00,-1.4576845703e+03,1.4077410698e+01,-1.4819053411e+00
578,4.2545061111e+00,-1.3119388819e+00,-1.8184030762e+03,1.3926455498e+01,-2.6133897901e-01
579,4.2656803131e+00,-8.9302027225e-01,-2.2171704102e+03,1.3861779213e+01,9.5994573832e-01
580,4.1698484421e+00,-3.7274941802e-01,-2.5651545410e+03,1.3886710167e+01,2.1542701721e+00
581,4.0808377266e+00,4.1836959124e-01,-2.7914631348e+03,1.3966779709e+01,3.2643344402e+00
582,4.0697765350e+00,1.3154722452e+00,-2.6875153809e+03,1.4111269951e+01,4.1643257141e+00
583,4.1504349709e+00,1.9854365587e+00,-2.2175041504e+03,1.4291799545e+01,4.7857193947e+00
584,4.2595453262e+00,2.1585388184e+00,-1.5932359619e+03,1.4464108467e+01,5.0796432495e+00
585,4.3663897514e+00,1.9338274002e+00,-1.1562053223e+03,1.4554781914e+01,5.0706486702e+00
586,4.4485120773e+00,1.6966885328e+00,-1.0053790283e+03,1.4576898575e+01,4.6944761276e+00
587,4.4416909218e+00,1.6744445562e+00,-1.0138443604e+03,1.4491177559e+01,3.9942743778e+00
588,4.3970088959e+00,1.6716030836e+00,-1.1316833496e+03,1.4342439651e+01,3.0316636562e+00
589,4.3141646385e+00,1.6624019146e+00,-1.3489348145e+03,1.4143053055e+01,1.8790270090e+00
590,4.2513308525e+00,1.4598174095e+00,-1.6769935303e+03,1.3972290039e+01,6.8279224634e-01
591,4.2728734016e+00,1.0100011826e+00,-2.0736679688e+03,1.3876748085e+01,-5.3875362873e-01
592,4.2078371048e+00,5.3669750690e-01,-2.4420388184e+03,1.3869224548e+01,-1.7576265335e+00
593,4.1041746140e+00,-1.5645280480e-01,-2.7338386230e+03,1.3934341431e+01,-2.9070594311e+00
594,4.0607213974e+00,-1.0119063854e+00,-2.7580939941e+03,1.4059933662e+01,-3.8933174610e+00
595,4.1187376976e+00,-1.7576996088e+00,-2.4059182129e+03,1.4231238365e+01,-4.6118550301e+00
596,4.2156777382e+00,-2.1182804108e+00,-1.7924372559e+03,1.4415329933e+01,-5.0215601921e+00
597,4.3379445076e+00,-2.0112924576e+00,-1.2676286621e+03,1.4531658173e+01,-5.1204075813e+00
598,4.4303407669e+00,-1.6941463947e+00,-1.0353820801e+03,1.4587107658e+01,-4.8582553864e+00
599,4.4477901459e+00,-1.6918915510e+00,-9.9872515869e+02,1.4534870148e+01,-4.2615137100e+00
600,4.4170746803e+00,-1.6951929331e+00,-1.0838754883e+03,1.4402925491e+01,-3.3873531818e+00
601,4.3446125984e+00,-1.7169481516e+00,-1.2675946045e+03,1.4219083786e+01,-2.2762491703e+00
602,4.2622075081e+00,-1.5857090950e+00,-1.5585903320e+03,1.4025527000e+01,-1.0943894386e+00
603,4.2643189430e+00,-1.1653491259e+00,-1.9428950195e+03,1.3900367737e+01,1.3257306814e-01
604,4.2417397499e+00,-7.5402367115e-01,-2.3360634766e+03,1.3857534409e+01,1.3631141186e+00
605,4.1341247559e+00,-1.4308902621e-01,-2.6583234863e+03,1.3906727791e+01,2.5381371975e+00
606,4.0640521049e+00,7.1105837822e-01,-2.8004870605e+03,1.4006942749e+01,3.5942513943e+00
607,4.0874934196e+00,1.5651202202e+00,-2.5737260742e+03,1.4168231964e+01,4.4043765068e+00
608,4.1771697998e+00,2.1150069237e+00,-2.0167484131e+03,1.4354928017e+01,4.9194355011e+00
609,4.3002014160e+00,2.1133699417e+00,-1.4250253906e+03,1.4495517731e+01,5.1165595055e+00
610,4.3951740265e+00,1.8005168438e+00,-1.0899082031e+03,1.4573961258e+01,4.9835581779e+00
611,4.4500174522e+00,1.6940869093e+00,-1.0000833130e+03,1.4559233665e+01,4.5014882088e+00
612,4.4316787720e+00,1.6692121029e+00,-1.0481987305e+03,1.4451096535e+01,3.7159013748e+00
613,4.3730840683e+00,1.6751714945e+00,-1.1978765869e+03,1.4276787758e+01,2.6709699631e+00
614,4.2859330177e+00,1.6312294006e+00,-1.4503557129e+03,1.4080103874e+01,1.4995001554e+00
615,4.2541694641e+00,1.3251655102e+00,-1.8099851074e+03,1.3928291321e+01,2.7997323871e-01
616,4.2664618492e+00,8.6693233252e-01,-2.2091022949e+03,1.3862517357e+01,-9.4074362516e-01
617,4.1714830399e+00,3.4052562714e-01,-2.5583999023e+03,1.3886354446e+01,-2.1360466480e+00
618,4.0816078186e+00,-4.2618805170e-01,-2.7885678711e+03,1.3965671539e+01,-3.2486248016e+00
619,4.0690011978e+00,-1.2777699232e+00,-2.6909108887e+03,1.4109289169e+01,-4.1527891159e+00
620,4.1489896774e+00,-1.9410606623e+00,-2.2260710449e+03,1.4289445877e+01,-4.7788167000e+00
621,4.2575235367e+00,-2.1061060429e+00,-1.6017966309e+03,1.4462163925e+01,-5.0778808594e+00
622,4.3652734756e+00,-1.8990675211e+00,-1.1609633789e+03,1.4554209709e+01,-5.0736250877e+00
623,4.4482836723e+00,-1.6945217848e+00,-1.0074328613e+03,1.4577671051e+01,-4.7024106979e+00
624,4.4421186447e+00,-1.6879223585e+00,-1.0144215088e+03,1.4493132591e+01,-4.0058426857e+00
